Campaign_Performance_ID,Date_ID,Campaign_ID,Channel_ID,Geography_ID,Impressions,Clicks,Leads,Conversions,Spend,Revenue
20824,20250817,1,4,5,234110,4218,812,119,48183.24,316849.38
20825,20250311,1,1,18,179858,4764,921,48,66824.07,117737.75
20826,20250914,17,2,20,186867,1970,201,41,19240.98,194908.94
20827,20250128,4,6,1,25167,389,20,5,9182.12,7573.96
20828,20250109,19,6,19,188955,12391,736,138,56874.26,608828.89
20829,20250428,9,2,20,13841,814,159,17,5405.17,49234.81
20830,20250224,12,2,12,67754,2785,576,60,7496.08,105047.52
20831,20251013,3,4,12,132413,4736,932,131,13850.2,564299.65
20832,20250402,5,5,24,35200,2629,587,47,10316.5,166767.37
20833,20251026,11,1,4,157274,10550,2653,655,29753.88,2719152.63
20834,20250607,14,1,19,31103,2343,402,37,11961.62,103348.14
20835,20250108,3,3,29,94889,3922,368,26,11812.99,67199.93
20836,20250119,20,5,3,105437,5930,589,175,38825.44,484829.6
20837,20251213,12,3,17,19418,411,83,9,4318.99,19867.51
20838,20251225,2,2,24,222480,6845,1221,227,76314.23,1106658.21
20839,20250712,19,6,28,230363,3357,588,117,28213.52,580588.65
20840,20250801,2,5,25,237915,15724,3115,511,86045.27,933607.01
20841,20251018,14,5,25,237598,10634,1127,123,94537.69,579406.22
20842,20251227,4,3,21,119954,8641,2543,420,11210.85,614772.76
20843,20250819,4,2,30,119854,4871,1304,69,21830.84,219702.0
20844,20251106,8,5,16,112500,7114,632,128,44916.0,529324.08
20845,20250510,12,6,10,155207,8178,636,64,47600.07,283730.33
20846,20251008,11,6,15,245107,3436,433,46,76445.6,107048.33
20847,20250317,5,1,4,13733,345,64,13,4462.02,18238.26
20848,20250701,7,1,24,76471,1630,479,99,27514.2,142054.76
20849,20251207,2,6,11,213291,10242,629,118,61122.91,576576.71
20850,20250512,16,4,2,31892,706,86,12,9449.26,35685.09
20851,20251011,17,6,21,34192,1359,398,109,8154.04,434652.27
20852,20251230,8,1,22,175948,4474,939,209,49865.97,1005840.12
20853,20250520,13,6,8,122762,8927,2665,446,16236.81,1619909.26
20854,20250830,2,1,12,57106,1031,219,25,7377.21,46004.72
20855,20250803,5,1,19,235854,3264,468,78,46489.44,270981.99
20856,20250105,9,2,7,29803,1650,149,35,2514.31,166876.65
20857,20250327,18,4,7,113276,5150,299,59,25326.11,141153.63
20858,20251121,13,3,5,63115,2258,323,66,20084.08,280297.0
20859,20250404,5,3,30,50147,3689,764,178,6678.29,502848.25
20860,20251007,20,4,19,129245,10167,583,173,20846.06,219931.02
20861,20250328,15,1,1,53024,2782,309,68,12637.9,96318.74
20862,20250708,8,1,14,207687,9190,1063,274,45104.08,254879.12
20863,20251208,5,2,18,114355,6610,1958,314,43743.22,394872.76
20864,20250505,3,4,11,188140,2623,496,85,50958.28,325744.94
20865,20251001,12,4,29,249335,2833,574,82,85385.85,367817.98
20866,20251219,6,3,19,220681,4314,288,63,22603.24,115518.75
20867,20250908,16,1,21,133228,9432,891,264,26165.11,540819.2
20868,20250811,7,2,1,89717,3127,276,54,13939.14,99230.76
20869,20250608,4,2,6,242659,6213,1148,95,43465.13,317290.05
20870,20250213,1,3,22,91295,4037,700,55,11589.27,72762.52
20871,20251124,16,6,16,158542,10194,2482,133,35394.74,172554.18
20872,20250519,6,3,19,32638,2508,488,116,2986.67,402112.71
20873,20250929,7,1,18,42383,2001,206,36,8018.86,81386.88
20874,20250803,15,3,11,54916,981,64,12,17735.99,10147.07
20875,20251012,11,2,19,205674,13706,2209,273,57625.04,968646.18
20876,20250609,10,2,28,57102,3761,946,109,8457.45,215300.96
20877,20250701,20,4,25,115403,5342,1376,347,18627.36,1105623.86
20878,20251019,2,4,11,26410,1514,226,15,2845.34,69922.36
20879,20250427,2,5,25,61235,2438,288,73,22065.41,94061.44
20880,20250605,8,3,17,20011,1594,300,38,7754.65,113944.31
20881,20250816,13,6,6,229934,11524,2049,494,37025.63,2111867.64
20882,20250616,13,2,4,110188,4868,270,40,36283.14,57684.42
20883,20250605,20,1,9,191810,7626,804,55,51656.84,99322.23
20884,20251101,11,6,27,32390,1393,215,28,5996.92,130700.91
20885,20250716,13,5,16,126839,3260,378,90,45732.27,225307.49
20886,20250723,19,6,1,14454,416,30,3,4287.28,9059.81
20887,20251103,15,3,29,118422,5847,1583,385,40437.91,343657.82
20888,20250828,14,4,29,96524,4023,916,125,23392.65,116920.36
20889,20251104,10,6,16,205361,12055,3607,1074,80126.17,1509641.19
20890,20250922,9,6,12,105021,7403,2143,378,20543.1,1306294.12
20891,20250103,6,3,17,16076,492,104,29,6308.49,106082.36
20892,20250301,13,1,14,7824,165,19,2,2374.91,7324.28
20893,20251003,5,6,5,155092,7380,1378,216,24144.89,974198.46
20894,20250616,2,6,16,126004,7284,536,100,15336.14,199465.13
20895,20250131,1,1,7,24309,1435,272,54,6692.74,94145.03
20896,20251028,19,2,19,133230,5968,608,82,45966.1,159509.87
20897,20250301,19,1,27,26409,1854,538,120,2729.57,185815.38
20898,20251229,12,2,6,199844,8885,795,196,74017.78,163445.63
20899,20250813,20,3,13,14675,938,165,34,1853.13,67414.0
20900,20250823,16,1,27,229826,12433,961,226,29967.11,1042068.44
20901,20250203,19,2,10,14523,331,84,5,1977.01,9670.26
20902,20250908,14,5,16,15303,682,162,26,5679.78,101434.07
20903,20250109,11,5,23,249859,6676,791,169,37718.77,835305.97
20904,20251203,8,2,8,155951,7210,638,91,13835.84,415209.3
20905,20250605,11,6,7,238305,8302,2327,389,19114.06,1574613.38
20906,20250812,8,4,16,139429,2059,586,150,15194.34,180542.55
20907,20251214,6,4,26,117611,9244,1799,285,13500.0,301814.31
20908,20251225,14,4,15,46122,2300,373,110,12847.72,449652.41
20909,20250723,16,6,26,93393,5875,1548,118,20531.27,455035.21
20910,20251225,4,6,11,26614,707,167,25,7954.48,78690.53
20911,20250606,8,2,13,41497,2810,159,8,6146.83,28349.46
20912,20250215,4,5,18,136082,4736,1245,211,12492.47,171492.86
20913,20250314,6,4,29,81666,5975,1370,150,23856.86,274214.77
20914,20250511,5,2,30,94579,6892,1839,429,16534.55,681250.55
20915,20250228,5,2,19,55229,2951,762,117,15131.76,532423.12
20916,20250924,20,2,30,178357,10302,743,179,48273.52,238289.49
20917,20250306,18,1,29,183648,11478,2570,216,68124.72,676963.15
20918,20251213,15,6,12,12450,310,79,12,2987.47,36124.64
20919,20251001,20,4,7,207414,9157,2090,439,53205.67,1958699.28
20920,20250622,13,3,17,125358,5172,1444,358,49255.48,748424.04
20921,20250505,7,1,17,104153,8267,1331,395,19440.26,1466276.19
20922,20250115,15,2,12,70095,928,255,30,24717.26,129285.17
20923,20251224,9,3,23,143608,5556,1053,244,20036.84,1073722.83
20924,20250606,5,1,3,114152,6923,1184,162,14894.39,577027.39
20925,20251202,1,5,9,184137,5269,289,40,39092.14,134353.68
20926,20250222,14,4,19,13527,923,263,42,4869.15,50625.23
20927,20250115,14,3,6,145826,8179,1470,385,36354.72,921827.24
20928,20250822,5,5,29,240310,5908,1480,431,91467.27,1146158.74
20929,20250503,16,2,8,199064,5387,644,85,47207.01,363154.42
20930,20250609,5,3,27,231906,16870,4903,1382,33074.22,2462004.59
20931,20250822,10,6,24,79798,4243,449,70,8139.9,222443.04
20932,20250925,2,3,20,51596,3087,641,63,7785.09,155663.38
20933,20250205,7,2,17,246096,12069,907,73,23064.6,336335.11
20934,20250112,4,3,16,56146,3621,823,94,14373.01,320965.51
20935,20251227,19,2,11,173523,9980,1797,96,62689.01,154489.72
20936,20250518,13,6,15,186559,11857,3081,420,59797.86,1499622.29
20937,20250617,9,5,16,186313,4035,941,55,33113.04,235360.92
20938,20250521,5,2,17,215351,3514,498,38,20408.84,105714.42
20939,20250207,1,5,20,112842,6040,668,106,14868.06,399191.88
20940,20250102,20,3,2,80768,4241,1253,291,8361.05,358351.28
20941,20250117,8,1,19,117770,6737,752,177,43870.93,282602.36
20942,20250716,14,4,1,46715,2659,258,73,17219.05,81221.08
20943,20250628,13,5,20,106778,8427,2427,492,29473.52,2374800.85
20944,20250309,13,3,12,197660,14547,994,61,29792.46,86905.3
20945,20250724,10,2,1,218599,8820,2540,256,82062.43,665212.12
20946,20250506,7,2,3,71405,4773,499,137,15114.62,436177.88
20947,20250624,3,4,14,167909,11366,3078,367,55578.67,1767417.5
20948,20251116,16,5,6,12506,404,54,16,4122.29,44407.74
20949,20250112,20,3,24,230155,10786,935,62,45942.51,166579.81
20950,20250303,20,5,13,98275,2995,511,56,22478.13,92898.67
20951,20251218,7,4,27,194231,12234,3650,476,27647.8,1689150.75
20952,20251206,7,4,16,194513,7014,1592,263,66270.31,663061.98
20953,20251102,8,6,28,91431,5573,306,87,8473.47,137603.42
20954,20250523,13,1,22,196088,11986,2784,175,49402.47,500350.28
20955,20251123,18,5,7,188681,12789,979,277,55192.27,1193080.8
20956,20250207,3,5,15,150801,2495,375,40,54951.73,58716.16
20957,20250814,18,5,13,186751,12776,2168,156,72363.62,519579.06
20958,20250509,6,6,11,106016,6196,952,177,19547.46,873193.26
20959,20250208,10,2,7,247396,17152,4288,834,41063.38,2603713.16
20960,20250128,17,2,20,209971,10528,1068,231,26945.63,272331.16
20961,20250511,17,1,24,34289,1869,478,125,5239.86,483727.48
20962,20250110,16,1,18,9760,353,75,5,3886.97,14061.26
20963,20251229,7,2,24,36717,2840,710,105,9947.82,446822.25
20964,20251222,13,6,8,194671,3646,496,44,41199.64,155633.83
20965,20251012,14,1,4,46804,2050,465,92,7018.91,308555.55
20966,20250329,9,4,27,141542,10474,2479,165,45715.7,451136.11
20967,20250107,7,4,20,125345,9116,1125,157,46387.08,224539.79
20968,20250221,9,5,10,32657,893,154,36,6685.59,163558.48
20969,20250626,17,4,18,95574,6338,525,86,24061.28,80576.97
20970,20250817,9,6,29,66067,2845,612,85,6911.35,244940.16
20971,20250112,4,4,19,142156,2257,532,69,22060.35,155909.21
20972,20250323,20,4,18,226316,8532,1289,142,70815.15,146469.15
20973,20250223,11,4,11,220631,9665,1600,121,35231.69,341753.11
20974,20250408,3,5,17,95276,2029,517,78,15755.22,180327.06
20975,20250425,6,6,3,39635,3090,218,11,7106.85,19163.17
20976,20250425,8,6,1,35802,2350,700,176,13085.46,393081.36
20977,20250114,16,6,8,72798,1937,465,32,21487.9,61305.56
20978,20250908,2,6,15,213932,7118,1727,367,26346.9,1720454.79
20979,20250411,16,4,7,185351,10014,2000,519,17800.25,2167320.09
20980,20251122,19,6,27,118804,4126,471,128,40404.72,389049.38
20981,20250730,11,3,2,240929,8016,1790,375,77998.01,586579.82
20982,20250527,1,1,26,46983,3111,204,30,8464.68,114924.18
20983,20250201,3,3,3,110415,5227,1415,163,13550.1,402137.15
20984,20251229,15,6,1,246419,9096,2108,119,40737.0,108177.74
20985,20250114,1,1,28,41363,706,123,36,4564.77,29556.49
20986,20250321,12,2,20,113729,7988,2298,564,14640.2,1793144.28
20987,20250215,10,6,24,151582,2279,513,71,50514.36,294931.05
20988,20250417,1,1,10,231077,3893,367,97,29088.44,87030.91
20989,20251119,13,1,25,32781,2215,296,42,6591.08,45206.7
20990,20250810,20,1,5,59320,793,124,10,12790.5,22114.28
20991,20251014,12,4,5,43678,2486,375,77,12974.49,235720.96
20992,20250324,17,5,20,7117,542,111,10,872.52,8200.88
20993,20251114,18,2,19,141651,4673,594,35,23799.32,42378.58
20994,20251022,19,5,17,178224,2741,752,183,17222.33,398561.0
20995,20251014,16,3,7,158647,3050,828,154,15286.61,155210.39
20996,20250105,13,2,7,208515,8540,1433,91,73668.36,238038.73
20997,20250724,5,2,4,133146,2973,474,141,32953.58,628338.23
20998,20250220,7,3,15,13305,652,113,15,1842.19,12771.85
20999,20250827,13,3,14,150530,10980,2967,858,57110.16,3436052.92
21000,20250523,9,5,2,206229,7812,1651,446,49815.77,2062050.06
21001,20250930,16,4,6,142180,3643,245,20,45109.52,61059.18
21002,20250524,18,5,21,31981,388,41,4,7159.45,10563.84
21003,20250705,12,6,10,63089,3856,1019,117,16117.53,352033.91
21004,20250102,1,3,24,143487,5546,1049,237,22072.87,1015352.03
21005,20250213,1,3,12,66589,4155,1160,212,8336.44,413740.11
21006,20250508,5,5,15,53938,1653,198,17,7501.64,14803.12
21007,20250305,18,5,15,11113,156,23,5,2469.47,12672.67
21008,20250506,15,3,10,148327,1574,111,23,55708.73,81526.9
21009,20250720,3,4,9,123681,1974,325,97,16643.32,393292.29
21010,20250111,15,3,27,44295,2903,712,88,9637.92,397639.97
21011,20250228,18,5,9,22924,785,111,28,7519.19,90699.86
21012,20250910,15,6,22,110322,7426,1819,384,21179.23,1248923.25
21013,20250615,8,5,18,137506,5306,878,69,52801.6,269295.67
21014,20250929,5,3,4,11331,400,60,6,4231.42,29075.8
21015,20250412,1,5,15,141029,8348,2120,286,18609.95,398494.44
21016,20250711,5,5,5,35731,1435,421,35,10470.98,84375.78
21017,20251220,2,6,19,26779,1855,330,47,4285.85,177090.69
21018,20251117,2,1,3,170217,10047,2714,653,64741.66,1375579.22
21019,20250114,3,3,7,9380,194,32,7,3287.82,26448.25
21020,20250323,13,2,10,170110,10865,1356,276,63167.92,453913.58
21021,20250131,20,3,8,46721,2621,591,149,16868.7,335758.1
21022,20250924,5,1,10,167196,12337,1242,224,59862.89,907750.88
21023,20250621,4,3,27,114863,5481,899,69,42027.16,122017.29
21024,20250629,17,3,19,233709,11380,1779,438,74604.77,563896.38
21025,20250219,6,4,11,202570,15157,2971,765,39737.07,1450867.3
21026,20250704,10,2,25,86955,6127,328,61,14360.39,92813.01
21027,20250501,13,3,17,46524,1103,289,22,12233.27,39842.96
21028,20250512,19,2,16,73872,1026,228,17,19099.98,24472.95
21029,20250324,7,3,8,198933,3372,816,198,70908.28,468783.42
21030,20251203,5,6,26,124050,1840,227,28,45028.81,73997.25
21031,20250417,11,5,30,58289,1634,105,18,17014.53,18861.22
21032,20250828,20,5,19,126918,5351,297,21,12716.72,86135.44
21033,20250308,20,1,15,39538,2363,185,49,14081.96,166292.32
21034,20251017,18,2,5,150554,4813,661,116,28478.7,379318.48
21035,20250408,1,5,28,177934,5501,884,194,19837.67,440719.53
21036,20250726,19,5,13,27029,1163,160,14,6184.28,36900.79
21037,20250521,15,3,4,65959,1169,294,87,24740.81,434203.9
21038,20250310,7,5,29,131827,1570,207,12,31056.84,53117.88
21039,20250108,2,5,4,69464,1730,105,19,22336.53,25579.82
21040,20250219,3,6,17,246037,12491,1378,88,48836.75,176286.63
21041,20250412,3,5,23,37735,746,127,12,6596.38,22879.77
21042,20250126,10,3,26,162448,7128,1146,170,22006.11,253471.29
21043,20250227,4,1,6,33969,2119,502,129,3627.15,322036.74
21044,20250226,16,5,27,197753,5354,908,135,75124.18,164547.72
21045,20251208,5,1,27,159082,4792,920,110,24145.62,349010.23
21046,20250729,5,1,12,220041,14082,746,186,65929.97,845586.98
21047,20250320,17,3,10,181796,7838,1623,275,58604.73,387749.99
21048,20250818,4,2,12,51007,1704,221,26,7784.05,65858.86
21049,20250831,7,2,21,126405,2244,327,35,13526.62,61609.44
21050,20250126,5,3,6,90526,2136,131,7,11468.26,12207.15
21051,20251231,5,3,7,109058,5711,1560,351,31430.78,1262209.01
21052,20250921,1,4,11,85504,5026,1138,148,12920.65,130066.11
21053,20250502,7,6,13,113300,5339,356,86,43236.77,232410.86
21054,20251206,11,2,22,191895,14125,3534,701,50820.63,1233426.41
21055,20251011,3,2,27,227465,12171,2834,274,25019.09,701245.33
21056,20250212,20,2,9,173006,9560,918,47,26239.79,114474.41
21057,20250319,7,2,28,184100,2663,485,113,49652.21,221738.86
21058,20250825,2,5,25,86603,3665,377,80,28011.8,214447.6
21059,20250914,18,3,13,77927,801,103,12,10198.23,12224.18
21060,20250301,11,2,15,11842,932,249,69,4615.22,190852.75
21061,20250520,11,6,8,125818,7547,1336,374,42029.96,566041.31
21062,20251007,18,2,21,12591,653,63,11,2822.92,10654.79
21063,20250406,5,2,22,86471,6641,1685,430,13780.99,1464326.46
21064,20250616,1,4,18,207368,3299,220,16,47172.44,55145.91
21065,20250609,18,5,9,150031,6387,1698,189,35421.43,855825.13
21066,20250113,14,5,27,202767,6666,766,209,48193.06,811697.8
21067,20250409,8,1,1,26712,1387,126,20,7943.96,42284.79
21068,20251209,18,1,11,9395,327,63,11,1745.4,33576.72
21069,20250413,14,4,9,145412,5159,284,34,53846.78,166054.29
21070,20251103,9,2,30,239299,2741,166,32,44136.65,88753.45
21071,20250305,7,4,5,235918,17466,4178,1029,63778.11,3104575.01
21072,20250831,5,4,14,15442,536,98,21,1948.59,52107.08
21073,20250916,12,2,23,47469,1984,547,98,13457.91,216984.3
21074,20250521,10,1,12,105296,6782,465,87,25942.65,336365.71
21075,20250227,6,4,12,222906,5056,1107,198,37377.68,934695.97
21076,20251127,6,4,1,108721,5296,1027,53,35693.29,102285.72
21077,20251029,16,6,24,229375,8900,1586,401,30160.72,1030221.21
21078,20251027,7,1,28,10153,385,70,17,3780.52,46601.4
21079,20251029,6,2,5,58349,1460,362,97,10512.34,216911.93
21080,20250501,17,1,22,114530,3206,912,266,29475.94,595596.72
21081,20250917,5,2,14,11263,545,88,7,1303.55,34814.1
21082,20250704,18,6,10,191637,4952,412,79,58632.43,172182.24
21083,20250722,14,6,9,99391,5856,359,54,12559.79,107902.36
21084,20250527,11,3,26,44888,1316,102,27,15421.97,85078.93
21085,20251213,11,3,29,57578,1997,251,28,4912.24,108552.66
21086,20250417,9,1,11,161342,1708,309,64,53482.64,205436.31
21087,20250506,1,2,12,20994,1407,343,63,2635.69,82402.54
21088,20250202,9,5,4,116890,1869,517,143,19786.04,676329.07
21089,20251210,16,2,7,181426,12945,2126,219,50120.21,913007.32
21090,20251026,7,4,24,239746,15901,2086,122,70545.55,574214.78
21091,20250816,19,2,9,100402,4446,1122,124,18211.9,370766.36
21092,20251111,19,4,29,75323,4410,848,96,6060.81,420615.69
21093,20251127,14,3,12,106211,2023,246,34,31187.04,144322.33
21094,20250815,8,4,24,131445,6974,1282,295,41647.0,1228255.28
21095,20250416,16,6,12,212146,8235,1114,232,64219.28,561340.58
21096,20250413,11,2,6,133904,10064,2445,606,11160.16,2683279.67
21097,20250524,10,5,26,139100,3787,271,27,11647.77,128534.45
21098,20251013,12,3,28,131802,9058,1278,146,42154.78,230524.88
21099,20250728,12,4,27,219927,13651,2639,364,56044.95,1017742.75
21100,20251212,9,5,30,66928,4475,224,52,22657.92,249290.99
21101,20250518,3,3,24,59756,4365,537,146,11859.26,641655.5
21102,20250816,10,5,23,147315,5162,1259,233,13883.29,591420.61
21103,20250731,4,6,21,78650,5354,1529,340,17029.24,1399872.96
21104,20250801,8,6,5,96300,3396,172,40,10773.6,179934.03
21105,20251024,8,1,10,71438,1416,125,8,8104.64,33403.81
21106,20250404,19,2,12,79746,6286,1269,365,24646.55,489623.05
21107,20250525,18,4,26,177427,3459,599,50,41217.15,172283.07
21108,20250723,19,4,8,123445,7388,1645,448,10009.71,1986103.88
21109,20251019,8,2,27,121954,9508,1415,283,39099.26,1347347.99
21110,20250510,18,3,20,184946,6362,1228,275,33225.23,778043.41
21111,20250731,13,6,21,158067,10835,2286,493,21137.67,1547808.78
21112,20250125,14,3,23,243676,18967,1145,99,60730.31,252719.56
21113,20250504,7,1,20,202237,10324,2416,459,57359.87,1472612.56
21114,20251101,18,5,20,225166,8538,1359,162,82855.16,725301.52
21115,20250429,10,4,21,242231,12359,749,136,50900.18,601574.68
21116,20250620,15,2,13,39888,1127,322,29,15941.56,31235.93
21117,20250427,17,6,20,154937,9420,1447,184,15307.87,368287.46
21118,20250922,13,6,26,112124,2178,646,140,37772.65,244147.78
21119,20250811,20,1,23,227993,4231,881,191,90682.14,891795.77
21120,20250706,10,1,29,174434,2918,489,93,30281.62,79916.3
21121,20251108,2,2,23,79013,6053,906,205,9533.64,684389.82
21122,20251214,15,5,5,114688,4367,1143,238,34654.3,664870.55
21123,20250310,18,3,22,121208,6183,1086,305,13103.43,415347.54
21124,20251105,3,6,6,132688,8598,933,239,22469.33,1008239.09
21125,20250506,5,4,27,60666,2843,447,60,13611.1,109961.58
21126,20251126,1,3,30,224121,7070,818,92,83571.68,107807.3
21127,20250521,5,1,12,215584,17106,3461,926,67502.09,3664353.97
21128,20251222,20,5,5,80467,5925,1140,87,31886.34,180469.67
21129,20250312,5,5,10,122164,4041,986,161,33954.45,160817.79
21130,20250610,16,3,29,201812,16037,3184,454,54002.62,1911214.82
21131,20250427,9,4,20,83883,5070,1310,189,12816.83,414513.02
21132,20250406,2,6,25,97281,7578,2118,332,34479.37,287890.34
21133,20251119,5,1,20,130726,6400,890,218,46163.7,383531.86
21134,20250805,6,5,8,199722,2876,258,40,26480.03,80465.58
21135,20250617,11,6,6,102810,5574,1187,74,22534.9,313683.73
21136,20251110,15,6,24,44746,2919,305,52,5370.28,253978.09
21137,20250816,1,1,30,193764,14719,2553,548,64122.92,2650540.73
21138,20250612,10,3,16,202660,4840,695,43,38601.35,212331.1
21139,20250722,9,1,23,102329,3901,720,96,35785.52,453127.09
21140,20250518,5,5,4,209803,8091,1238,188,60900.47,749461.6
21141,20250915,11,2,29,121533,7827,1729,394,32786.64,1811046.35
21142,20250204,15,4,9,55001,1967,458,42,21100.09,146372.02
21143,20251211,5,3,18,118445,5202,1163,306,17584.77,1233082.85
21144,20250205,20,6,23,107096,4032,844,144,26382.67,647698.26
21145,20251001,11,5,15,116965,6141,861,224,27011.55,618855.16
21146,20250529,12,6,7,206998,2340,228,14,48053.95,15326.03
21147,20251127,13,5,14,184253,6429,761,169,61258.31,322706.15
21148,20250620,17,1,26,245727,17452,1382,110,71994.66,223917.45
21149,20251207,2,1,20,127072,8524,944,262,31172.31,810312.87
21150,20250924,1,3,16,100215,1242,204,39,15075.38,90170.46
21151,20250727,12,1,29,47333,2175,501,46,16959.77,157146.88
21152,20250602,18,3,15,127655,9845,849,246,48788.89,206390.85
21153,20250907,2,1,15,103775,6177,1765,340,33302.91,1417183.23
21154,20251218,7,1,2,72916,5642,854,132,10967.07,390676.49
21155,20250309,14,6,18,116460,2643,575,89,20547.83,333938.52
21156,20251009,8,5,17,216888,13033,1192,347,69967.0,1210362.13
21157,20250206,9,1,15,89567,2570,758,170,7861.2,358736.69
21158,20250224,3,4,1,210093,2835,341,92,75777.02,154211.28
21159,20250429,18,5,4,165644,11552,1999,202,64352.55,547509.08
21160,20250327,15,2,13,132941,3599,885,119,17536.78,341274.54
21161,20250804,3,3,2,232844,3155,361,106,88421.67,98288.4
21162,20250709,9,6,7,112651,6708,1949,241,40366.19,201548.63
21163,20251117,6,2,23,106039,2167,457,87,29775.3,328779.07
21164,20250325,7,4,23,137159,4454,875,51,50193.75,69426.04
21165,20250315,9,6,30,178142,10704,3159,718,22242.7,1885533.58
21166,20250401,13,5,23,108457,6295,1198,64,14497.97,299754.1
21167,20250909,3,5,7,150738,3842,866,53,29153.82,45637.97
21168,20251127,18,1,18,14947,1037,192,34,1623.97,126716.43
21169,20250313,14,2,8,25118,1620,194,10,6273.74,40853.09
21170,20251110,13,4,3,56032,1246,170,16,9019.75,36233.89
21171,20251125,20,1,4,98282,3077,893,106,23534.52,227393.87
21172,20250425,17,6,29,231639,12460,786,179,42311.71,688736.23
21173,20250325,20,6,29,10158,664,75,4,1272.2,15432.94
21174,20250511,9,6,24,18135,366,93,15,2345.73,66733.84
21175,20250427,8,4,18,38401,426,77,7,15351.61,24127.13
21176,20250305,1,1,6,213451,11633,2278,475,29929.16,1694733.83
21177,20250622,8,4,8,160560,8087,1741,103,54324.52,300223.35
21178,20250319,7,1,10,69050,4785,867,185,17635.9,851888.92
21179,20251022,16,3,13,32458,2229,329,95,3590.75,299449.64
21180,20250214,7,1,28,203680,8073,714,107,44714.62,185548.08
21181,20250424,12,1,26,108922,5766,1457,387,27834.5,789264.68
21182,20251104,12,6,23,117777,8121,1585,229,42680.49,799585.93
21183,20251109,19,4,14,78902,4395,987,89,30641.48,188582.07
21184,20250730,10,5,12,80001,2567,432,88,10447.36,73029.92
21185,20251106,16,1,12,33614,1963,132,16,6611.57,19920.47
21186,20250730,16,3,25,111785,6281,823,220,28057.24,415309.03
21187,20251201,14,6,7,215576,4021,916,50,21864.31,80300.06
21188,20250906,10,5,1,35500,1808,99,5,8323.37,15580.6
21189,20250103,4,4,18,246705,17383,904,142,71139.51,272738.93
21190,20251109,4,6,28,109478,7710,627,85,19496.58,147403.82
21191,20251025,16,3,9,212868,13460,3118,237,17577.91,738077.93
21192,20250802,10,4,17,77086,2153,509,151,27091.76,143861.58
21193,20251204,14,5,12,206765,12066,1380,349,38485.41,1324019.99
21194,20250321,1,5,24,118083,8095,1983,107,40864.09,158302.77
21195,20250609,11,1,29,25698,1892,449,29,5074.26,30189.33
21196,20250727,2,1,11,65176,3742,759,62,5969.0,303079.79
21197,20251012,5,1,15,27240,401,44,10,9388.91,10843.51
21198,20251017,19,3,10,120440,1514,324,26,45652.43,125655.65
21199,20250719,12,4,26,213311,5689,758,137,31377.51,253288.78
21200,20250802,13,5,10,128446,2081,280,43,30085.09,189115.9
21201,20251008,7,3,30,217187,15309,3474,398,39029.61,1964481.99
21202,20250624,10,1,11,56361,1731,418,100,20436.22,495013.86
21203,20250619,6,2,10,5522,110,18,1,1921.55,3428.63
21204,20250204,20,3,27,197223,11684,2908,644,44418.71,1308406.92
21205,20250721,6,4,18,71545,3476,219,60,22990.9,298305.14
21206,20250528,15,1,24,112806,8608,1679,352,35772.9,1574332.26
21207,20250316,5,6,17,209775,13303,2336,196,33887.22,157037.6
21208,20250519,14,1,23,196049,14107,1755,497,52475.43,2305817.8
21209,20250516,18,3,15,103985,4614,1197,69,16179.81,304685.1
21210,20250412,11,6,5,138800,5665,551,115,43700.76,467787.81
21211,20250827,17,2,2,71827,4046,784,136,28523.04,581370.31
21212,20250722,10,4,24,61384,2446,700,141,16825.13,295035.78
21213,20250804,15,3,16,132998,2464,252,44,19221.19,113976.35
21214,20250717,1,6,14,248146,9032,1877,334,78349.41,404054.91
21215,20250707,3,5,7,10992,602,71,20,1435.3,78814.74
21216,20250302,3,3,12,13465,530,120,22,1567.2,57424.32
21217,20250430,6,4,16,246288,5390,602,37,63676.64,119181.6
21218,20250705,1,3,24,150017,11840,2703,797,20232.56,3704657.87
21219,20250628,1,6,1,86550,4312,850,52,27414.43,136288.62
21220,20250513,7,3,17,234297,17125,4286,475,84652.51,2245265.47
21221,20250720,14,1,4,144183,4804,634,70,55335.31,192272.15
21222,20251223,5,4,24,164872,3187,663,106,33542.74,476393.84
21223,20251019,11,5,27,129837,8048,2405,629,19200.96,1795231.68
21224,20250508,3,1,3,195400,7658,1035,193,22212.96,540652.87
21225,20250723,10,4,23,217411,6473,1670,444,50118.41,1312809.89
21226,20250102,20,1,28,48838,1046,219,63,13463.49,115902.76
21227,20250122,2,3,17,48612,1454,419,60,5356.92,215466.43
21228,20251110,20,2,4,138443,7704,694,50,36998.0,147284.08
21229,20250313,13,1,29,218498,3773,655,61,64412.85,55719.66
21230,20250902,9,4,30,28661,995,68,20,11067.56,19697.45
21231,20251123,17,4,25,240970,9021,1132,211,31974.16,826109.9
21232,20250302,11,5,16,234603,14843,1111,80,77660.61,232277.59
21233,20251018,13,2,13,217022,4065,950,271,70112.92,811471.11
21234,20250103,10,1,14,246018,18667,3238,856,48835.12,721454.61
21235,20250829,11,5,19,47491,3058,569,85,8722.18,117467.31
21236,20251229,17,6,6,220757,3400,383,97,86466.69,190771.45
21237,20250130,9,4,28,35633,1097,243,45,9101.02,71624.16
21238,20250507,5,4,19,193778,11732,880,99,62629.78,116496.11
21239,20250723,6,1,18,220718,7786,458,46,46868.56,193268.1
21240,20250129,8,1,16,199576,10673,3195,297,72854.13,811188.39
